date,admin1,admin2,market,latitude,longitude,category,commodity,unit,priceflag,pricetype,currency,price,usdprice
3/15/2009,Western,Colombo,Colombo City,6.931944,79.847778,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,68.75,0.5993
4/15/2009,,,National Average,,,cereals and tubers,Rice (long grain),KG,actual,Retail,LKR,60.23,0.5208
4/15/2009,Eastern,Batticaloa,Batticaloa,7.716667,81.7,cereals and tubers,Rice (red nadu),KG,actual,Retail,LKR,69.59,0.6017
4/15/2009,Eastern,Batticaloa,Batticaloa,7.716667,81.7,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,70,0.6053
4/15/2009,Eastern,Trincomalee,Trincomalee,8.566667,81.233333,cereals and tubers,Rice (red nadu),KG,actual,Retail,LKR,80,0.6917
4/15/2009,Eastern,Trincomalee,Trincomalee,8.566667,81.233333,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,70,0.6053
4/15/2009,Northern,Vavuniya,Vavuniya,8.75,80.5,cereals and tubers,Rice (red nadu),KG,actual,Retail,LKR,64.25,0.5556
4/15/2009,Northern,Vavuniya,Vavuniya,8.75,80.5,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,68.67,0.5938
4/15/2009,Western,Colombo,Colombo City,6.931944,79.847778,cereals and tubers,Rice (white),KG,actual,Retail,LKR,57.72,0.4991
4/15/2009,Western,Colombo,Colombo City,6.931944,79.847778,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,67.5,0.5837
5/15/2009,,,National Average,,,cereals and tubers,Rice (long grain),KG,actual,Retail,LKR,60.5,0.514
5/15/2009,Eastern,Ampara,Ampara,7.283333,81.666667,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,68,0.5777
5/15/2009,Eastern,Trincomalee,Trincomalee,8.566667,81.233333,cereals and tubers,Rice (red nadu),KG,actual,Retail,LKR,79.67,0.6769
5/15/2009,Eastern,Trincomalee,Trincomalee,8.566667,81.233333,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,70.5,0.599
5/15/2009,Northern,Jaffna,Jaffna,9.6567,80.0137,cereals and tubers,Rice (red nadu),KG,actual,Retail,LKR,115.63,0.9824
5/15/2009,Northern,Jaffna,Jaffna,9.6567,80.0137,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,90,0.7647
5/15/2009,Northern,Mannar,Mannar,8.983333,79.9,cereals and tubers,Rice (red nadu),KG,actual,Retail,LKR,79,0.6712
5/15/2009,Northern,Vavuniya,Vavuniya,8.75,80.5,cereals and tubers,Rice (red nadu),KG,actual,Retail,LKR,75,0.6372
5/15/2009,Northern,Vavuniya,Vavuniya,8.75,80.5,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,69.17,0.5877
5/15/2009,Western,Colombo,Colombo City,6.931944,79.847778,cereals and tubers,Rice (red nadu),KG,actual,Retail,LKR,68.34,0.5806
5/15/2009,Western,Colombo,Colombo City,6.931944,79.847778,cereals and tubers,Rice (white),KG,actual,Retail,LKR,60.06,0.5103
5/15/2009,Western,Colombo,Colombo City,6.931944,79.847778,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,69.63,0.5916
6/15/2009,Eastern,Ampara,Ampara,7.283333,81.666667,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,70,0.6095
6/15/2009,Eastern,Batticaloa,Batticaloa,7.716667,81.7,cereals and tubers,Rice (red nadu),KG,actual,Retail,LKR,68.75,0.5986
6/15/2009,Eastern,Batticaloa,Batticaloa,7.716667,81.7,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,70,0.6095
6/15/2009,Eastern,Trincomalee,Trincomalee,8.566667,81.233333,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,70,0.6095
6/15/2009,Northern,Mannar,Mannar,8.983333,79.9,cereals and tubers,Rice (red nadu),KG,actual,Retail,LKR,80,0.6966
6/15/2009,Northern,Mannar,Mannar,8.983333,79.9,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,70,0.6095
6/15/2009,Northern,Vavuniya,Vavuniya,8.75,80.5,cereals and tubers,Rice (red nadu),KG,actual,Retail,LKR,78.17,0.6806
6/15/2009,Northern,Vavuniya,Vavuniya,8.75,80.5,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,67,0.5834
6/15/2009,Western,Colombo,Colombo City,6.931944,79.847778,cereals and tubers,Rice (red nadu),KG,actual,Retail,LKR,70.22,0.6114
6/15/2009,Western,Colombo,Colombo City,6.931944,79.847778,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,72.38,0.6302
7/15/2009,Eastern,Batticaloa,Batticaloa,7.716667,81.7,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,70.5,0.6186
7/15/2009,Eastern,Trincomalee,Trincomalee,8.566667,81.233333,cereals and tubers,Rice (red nadu),KG,actual,Retail,LKR,81.75,0.7173
7/15/2009,Northern,Jaffna,Jaffna,9.6567,80.0137,cereals and tubers,Rice (red nadu),KG,actual,Retail,LKR,109.58,0.9615
7/15/2009,Northern,Mannar,Mannar,8.983333,79.9,cereals and tubers,Rice (red nadu),KG,actual,Retail,LKR,79.5,0.6976
7/15/2009,Northern,Vavuniya,Vavuniya,8.75,80.5,cereals and tubers,Rice (red nadu),KG,actual,Retail,LKR,78.75,0.691
7/15/2009,Northern,Vavuniya,Vavuniya,8.75,80.5,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,67.75,0.5945
7/15/2009,Western,Colombo,Colombo City,6.931944,79.847778,cereals and tubers,Rice (red nadu),KG,actual,Retail,LKR,70.33,0.6171
7/15/2009,Western,Colombo,Colombo City,6.931944,79.847778,cereals and tubers,Rice (white),KG,actual,Retail,LKR,60.92,0.5345
7/15/2009,Western,Colombo,Colombo City,6.931944,79.847778,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,71.28,0.6254
8/15/2009,Eastern,Ampara,Ampara,7.283333,81.666667,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,73,0.6356
8/15/2009,Eastern,Batticaloa,Batticaloa,7.716667,81.7,cereals and tubers,Rice (red nadu),KG,actual,Retail,LKR,73.33,0.6385
8/15/2009,Eastern,Trincomalee,Trincomalee,8.566667,81.233333,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,69.33,0.6036
8/15/2009,Northern,Jaffna,Jaffna,9.6567,80.0137,cereals and tubers,Rice (red nadu),KG,actual,Retail,LKR,108.33,0.9432
8/15/2009,Northern,Mannar,Mannar,8.983333,79.9,cereals and tubers,Rice (red nadu),KG,actual,Retail,LKR,80,0.6965
8/15/2009,Western,Colombo,Colombo City,6.931944,79.847778,cereals and tubers,Rice (red nadu),KG,actual,Retail,LKR,69.38,0.6041
8/15/2009,Western,Colombo,Colombo City,6.931944,79.847778,cereals and tubers,Rice (white),KG,actual,Retail,LKR,61.11,0.5321
8/15/2009,Western,Colombo,Colombo City,6.931944,79.847778,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,71.13,0.6193
9/15/2009,,,National Average,,,cereals and tubers,Rice (long grain),KG,actual,Retail,LKR,59.97,0.5224
9/15/2009,Eastern,Ampara,Ampara,7.283333,81.666667,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,73,0.6359
9/15/2009,Eastern,Batticaloa,Batticaloa,7.716667,81.7,cereals and tubers,Rice (red nadu),KG,actual,Retail,LKR,75,0.6533
9/15/2009,Eastern,Trincomalee,Trincomalee,8.566667,81.233333,cereals and tubers,Rice (red nadu),KG,actual,Retail,LKR,82,0.7143
9/15/2009,Northern,Jaffna,Jaffna,9.6567,80.0137,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,73.25,0.6381
9/15/2009,Northern,Mannar,Mannar,8.983333,79.9,cereals and tubers,Rice (red nadu),KG,actual,Retail,LKR,80,0.6969
9/15/2009,Northern,Mannar,Mannar,8.983333,79.9,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,70,0.6098
9/15/2009,Northern,Vavuniya,Vavuniya,8.75,80.5,cereals and tubers,Rice (red nadu),KG,actual,Retail,LKR,78.08,0.6801
9/15/2009,Northern,Vavuniya,Vavuniya,8.75,80.5,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,70.25,0.6119
9/15/2009,Western,Colombo,Colombo City,6.931944,79.847778,cereals and tubers,Rice (white),KG,actual,Retail,LKR,60.55,0.5274
9/15/2009,Western,Colombo,Colombo City,6.931944,79.847778,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,71.5,0.6228
10/15/2009,,,National Average,,,cereals and tubers,Rice (long grain),KG,actual,Retail,LKR,60.61,0.5281
10/15/2009,Eastern,Batticaloa,Batticaloa,7.716667,81.7,cereals and tubers,Rice (red nadu),KG,actual,Retail,LKR,65,0.5663
10/15/2009,Eastern,Trincomalee,Trincomalee,8.566667,81.233333,cereals and tubers,Rice (red nadu),KG,actual,Retail,LKR,81.5,0.7101
10/15/2009,Eastern,Trincomalee,Trincomalee,8.566667,81.233333,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,70.33,0.6127
10/15/2009,Northern,Jaffna,Jaffna,9.6567,80.0137,cereals and tubers,Rice (red nadu),KG,actual,Retail,LKR,105,0.9148
10/15/2009,Northern,Jaffna,Jaffna,9.6567,80.0137,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,72.75,0.6338
10/15/2009,Northern,Mannar,Mannar,8.983333,79.9,cereals and tubers,Rice (red nadu),KG,actual,Retail,LKR,80,0.697
10/15/2009,Northern,Vavuniya,Vavuniya,8.75,80.5,cereals and tubers,Rice (red nadu),KG,actual,Retail,LKR,81,0.7057
10/15/2009,Western,Colombo,Colombo City,6.931944,79.847778,cereals and tubers,Rice (red nadu),KG,actual,Retail,LKR,74.08,0.6454
10/15/2009,Western,Colombo,Colombo City,6.931944,79.847778,cereals and tubers,Rice (white),KG,actual,Retail,LKR,61.52,0.536
10/15/2009,Western,Colombo,Colombo City,6.931944,79.847778,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,71.5,0.6229
11/15/2009,,,National Average,,,cereals and tubers,Rice (long grain),KG,actual,Retail,LKR,61.44,0.5357
11/15/2009,Eastern,Batticaloa,Batticaloa,7.716667,81.7,cereals and tubers,Rice (red nadu),KG,actual,Retail,LKR,65,0.5667
11/15/2009,Eastern,Trincomalee,Trincomalee,8.566667,81.233333,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,69.5,0.6059
11/15/2009,Northern,Jaffna,Jaffna,9.6567,80.0137,cereals and tubers,Rice (red nadu),KG,actual,Retail,LKR,99.58,0.8682
11/15/2009,Northern,Jaffna,Jaffna,9.6567,80.0137,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,72.25,0.6299
11/15/2009,Northern,Vavuniya,Vavuniya,8.75,80.5,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,70,0.6103
11/15/2009,Western,Colombo,Colombo City,6.931944,79.847778,cereals and tubers,Rice (red nadu),KG,actual,Retail,LKR,69.44,0.6054
11/15/2009,Western,Colombo,Colombo City,6.931944,79.847778,cereals and tubers,Rice (white),KG,actual,Retail,LKR,62.56,0.5454
11/15/2009,Western,Colombo,Colombo City,6.931944,79.847778,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,71.5,0.6234
12/15/2009,,,National Average,,,cereals and tubers,Rice (long grain),KG,actual,Retail,LKR,62.65,0.5481
12/15/2009,Eastern,Ampara,Ampara,7.283333,81.666667,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,65.25,0.5709
12/15/2009,Eastern,Batticaloa,Batticaloa,7.716667,81.7,cereals and tubers,Rice (red nadu),KG,actual,Retail,LKR,65,0.5687
12/15/2009,Eastern,Batticaloa,Batticaloa,7.716667,81.7,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,70,0.6124
12/15/2009,Northern,Vavuniya,Vavuniya,8.75,80.5,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,69.42,0.6073
12/15/2009,Western,Colombo,Colombo City,6.931944,79.847778,cereals and tubers,Rice (red nadu),KG,actual,Retail,LKR,67.08,0.5869
12/15/2009,Western,Colombo,Colombo City,6.931944,79.847778,cereals and tubers,Rice (white),KG,actual,Retail,LKR,63.19,0.5528
12/15/2009,Western,Colombo,Colombo City,6.931944,79.847778,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,71.5,0.6255
1/15/2010,,,National Average,,,cereals and tubers,Rice (long grain),KG,actual,Retail,LKR,60.73,0.5318
1/15/2010,Eastern,Ampara,Ampara,7.283333,81.666667,cereals and tubers,Rice (red nadu),KG,actual,Retail,LKR,60,0.5254
1/15/2010,Eastern,Ampara,Ampara,7.283333,81.666667,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,65,0.5692
1/15/2010,Eastern,Trincomalee,Trincomalee,8.566667,81.233333,cereals and tubers,Rice (red nadu),KG,actual,Retail,LKR,84.67,0.7414
1/15/2010,Eastern,Trincomalee,Trincomalee,8.566667,81.233333,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,60,0.5254
1/15/2010,Northern,Jaffna,Jaffna,9.6567,80.0137,cereals and tubers,Rice (red nadu),KG,actual,Retail,LKR,97.78,0.8562
1/15/2010,Northern,Vavuniya,Vavuniya,8.75,80.5,cereals and tubers,Rice (red nadu),KG,actual,Retail,LKR,80.08,0.7012
1/15/2010,Northern,Vavuniya,Vavuniya,8.75,80.5,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,61.83,0.5414
1/15/2010,Western,Colombo,Colombo City,6.931944,79.847778,cereals and tubers,Rice (white),KG,actual,Retail,LKR,65.93,0.5773
1/15/2010,Western,Colombo,Colombo City,6.931944,79.847778,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,71.5,0.6261
2/15/2010,Eastern,Ampara,Ampara,7.283333,81.666667,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,62.5,0.5463
2/15/2010,Eastern,Trincomalee,Trincomalee,8.566667,81.233333,cereals and tubers,Rice (red nadu),KG,actual,Retail,LKR,85.42,0.7467
2/15/2010,Eastern,Trincomalee,Trincomalee,8.566667,81.233333,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,60,0.5245
2/15/2010,Northern,Jaffna,Jaffna,9.6567,80.0137,cereals and tubers,Rice (red nadu),KG,actual,Retail,LKR,92.22,0.8061
2/15/2010,Northern,Vavuniya,Vavuniya,8.75,80.5,cereals and tubers,Rice (red nadu),KG,actual,Retail,LKR,85.83,0.7503
2/15/2010,Western,Colombo,Colombo City,6.931944,79.847778,cereals and tubers,Rice (white),KG,actual,Retail,LKR,62.2,0.5437
2/15/2010,Western,Colombo,Colombo City,6.931944,79.847778,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,67.63,0.5912
3/15/2010,Eastern,Ampara,Ampara,7.283333,81.666667,cereals and tubers,Rice (red nadu),KG,actual,Retail,LKR,60,0.5263
3/15/2010,Eastern,Ampara,Ampara,7.283333,81.666667,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,60,0.5263
3/15/2010,Eastern,Trincomalee,Trincomalee,8.566667,81.233333,cereals and tubers,Rice (red nadu),KG,actual,Retail,LKR,70,0.614
3/15/2010,Eastern,Trincomalee,Trincomalee,8.566667,81.233333,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,60,0.5263
3/15/2010,Northern,Jaffna,Jaffna,9.6567,80.0137,cereals and tubers,Rice (red nadu),KG,actual,Retail,LKR,81.84,0.7179
3/15/2010,Northern,Vavuniya,Vavuniya,8.75,80.5,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,60.17,0.5278
3/15/2010,Western,Colombo,Colombo City,6.931944,79.847778,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,61.96,0.5435
4/15/2010,,,National Average,,,cereals and tubers,Rice (long grain),KG,actual,Retail,LKR,60.23,0.5293
4/15/2010,Eastern,Batticaloa,Batticaloa,7.716667,81.7,cereals and tubers,Rice (red nadu),KG,actual,Retail,LKR,63,0.5536
4/15/2010,Eastern,Trincomalee,Trincomalee,8.566667,81.233333,cereals and tubers,Rice (red nadu),KG,actual,Retail,LKR,68.33,0.6004
4/15/2010,Eastern,Trincomalee,Trincomalee,8.566667,81.233333,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,59.89,0.5263
4/15/2010,Northern,Jaffna,Jaffna,9.6567,80.0137,cereals and tubers,Rice (red nadu),KG,actual,Retail,LKR,72.78,0.6395
4/15/2010,Northern,Vavuniya,Vavuniya,8.75,80.5,cereals and tubers,Rice (red nadu),KG,actual,Retail,LKR,69.44,0.6102
4/15/2010,Northern,Vavuniya,Vavuniya,8.75,80.5,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,60.44,0.5311
4/15/2010,Western,Colombo,Colombo City,6.931944,79.847778,cereals and tubers,Rice (white),KG,actual,Retail,LKR,52.09,0.4577
4/15/2010,Western,Colombo,Colombo City,6.931944,79.847778,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,59.33,0.5214
5/15/2010,Eastern,Batticaloa,Batticaloa,7.716667,81.7,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,61.67,0.5414
5/15/2010,Eastern,Trincomalee,Trincomalee,8.566667,81.233333,cereals and tubers,Rice (red nadu),KG,actual,Retail,LKR,62.5,0.5486
5/15/2010,Eastern,Trincomalee,Trincomalee,8.566667,81.233333,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,62,0.5443
5/15/2010,Northern,Jaffna,Jaffna,9.6567,80.0137,cereals and tubers,Rice (red nadu),KG,actual,Retail,LKR,63.75,0.5596
5/15/2010,Northern,Mannar,Mannar,8.983333,79.9,cereals and tubers,Rice (red nadu),KG,actual,Retail,LKR,70,0.6145
5/15/2010,Northern,Mullattivu,Mulaitivu,9.268,80.815,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,65.5,0.575
5/15/2010,Northern,Vavuniya,Vavuniya,8.75,80.5,cereals and tubers,Rice (red nadu),KG,actual,Retail,LKR,70.51,0.619
5/15/2010,Northern,Vavuniya,Vavuniya,8.75,80.5,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,62.25,0.5464
5/15/2010,Western,Colombo,Colombo City,6.931944,79.847778,cereals and tubers,Rice (red nadu),KG,actual,Retail,LKR,56.25,0.4938
6/15/2010,Eastern,Ampara,Ampara,7.283333,81.666667,cereals and tubers,Rice (red nadu),KG,actual,Retail,LKR,57,0.5021
6/15/2010,Eastern,Batticaloa,Batticaloa,7.716667,81.7,cereals and tubers,Rice (red nadu),KG,actual,Retail,LKR,59.83,0.527
6/15/2010,Eastern,Batticaloa,Batticaloa,7.716667,81.7,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,64.17,0.5653
6/15/2010,Eastern,Trincomalee,Trincomalee,8.566667,81.233333,cereals and tubers,Rice (red nadu),KG,actual,Retail,LKR,59.33,0.5226
6/15/2010,Eastern,Trincomalee,Trincomalee,8.566667,81.233333,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,62,0.5462
6/15/2010,Northern,Jaffna,Jaffna,9.6567,80.0137,cereals and tubers,Rice (red nadu),KG,actual,Retail,LKR,63.33,0.5579
6/15/2010,Northern,Mannar,Mannar,8.983333,79.9,cereals and tubers,Rice (red nadu),KG,actual,Retail,LKR,67.75,0.5968
6/15/2010,Northern,Mannar,Mannar,8.983333,79.9,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,67.5,0.5946
6/15/2010,Northern,Mullattivu,Mulaitivu,9.268,80.815,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,70,0.6166
6/15/2010,Northern,Vavuniya,Vavuniya,8.75,80.5,cereals and tubers,Rice (red nadu),KG,actual,Retail,LKR,64.83,0.5711
6/15/2010,Northern,Vavuniya,Vavuniya,8.75,80.5,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,63.25,0.5572
6/15/2010,Western,Colombo,Colombo City,6.931944,79.847778,cereals and tubers,Rice (red nadu),KG,actual,Retail,LKR,51.84,0.4567
6/15/2010,Western,Colombo,Colombo City,6.931944,79.847778,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,61.33,0.5403
7/15/2010,Eastern,Ampara,Ampara,7.283333,81.666667,cereals and tubers,Rice (red nadu),KG,actual,Retail,LKR,48.33,0.4283
7/15/2010,Eastern,Ampara,Ampara,7.283333,81.666667,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,70,0.6203
7/15/2010,Eastern,Trincomalee,Trincomalee,8.566667,81.233333,cereals and tubers,Rice (red nadu),KG,actual,Retail,LKR,59.33,0.5257
7/15/2010,Eastern,Trincomalee,Trincomalee,8.566667,81.233333,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,70,0.6203
7/15/2010,Northern,Jaffna,Jaffna,9.6567,80.0137,cereals and tubers,Rice (red nadu),KG,actual,Retail,LKR,63.33,0.5612
7/15/2010,Northern,Jaffna,Jaffna,9.6567,80.0137,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,67.5,0.5981
7/15/2010,Northern,Mannar,Mannar,8.983333,79.9,cereals and tubers,Rice (red nadu),KG,actual,Retail,LKR,65.5,0.5804
7/15/2010,Northern,Mullattivu,Mulaitivu,9.268,80.815,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,75,0.6646
7/15/2010,Northern,Vavuniya,Vavuniya,8.75,80.5,cereals and tubers,Rice (red nadu),KG,actual,Retail,LKR,63,0.5583
7/15/2010,Northern,Vavuniya,Vavuniya,8.75,80.5,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,72.75,0.6447
7/15/2010,Western,Colombo,Colombo City,6.931944,79.847778,cereals and tubers,Rice (white),KG,actual,Retail,LKR,49.45,0.4382
7/15/2010,Western,Colombo,Colombo City,6.931944,79.847778,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,68.33,0.6055
8/15/2010,,,National Average,,,cereals and tubers,Rice (long grain),KG,actual,Retail,LKR,60.1,0.5336
8/15/2010,Eastern,Ampara,Ampara,7.283333,81.666667,cereals and tubers,Rice (red nadu),KG,actual,Retail,LKR,46,0.4084
8/15/2010,Eastern,Ampara,Ampara,7.283333,81.666667,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,70.63,0.6271
8/15/2010,Eastern,Batticaloa,Batticaloa,7.716667,81.7,cereals and tubers,Rice (red nadu),KG,actual,Retail,LKR,57.75,0.5128
8/15/2010,Eastern,Trincomalee,Trincomalee,8.566667,81.233333,cereals and tubers,Rice (red nadu),KG,actual,Retail,LKR,58.33,0.5179
8/15/2010,Eastern,Trincomalee,Trincomalee,8.566667,81.233333,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,70,0.6215
8/15/2010,Northern,Jaffna,Jaffna,9.6567,80.0137,cereals and tubers,Rice (red nadu),KG,actual,Retail,LKR,59.23,0.5259
8/15/2010,Northern,Jaffna,Jaffna,9.6567,80.0137,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,66.88,0.5938
8/15/2010,Northern,Mannar,Mannar,8.983333,79.9,cereals and tubers,Rice (red nadu),KG,actual,Retail,LKR,62.67,0.5565
8/15/2010,Northern,Mannar,Mannar,8.983333,79.9,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,73.67,0.6541
8/15/2010,Northern,Mullattivu,Mulaitivu,9.268,80.815,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,80.55,0.7152
8/15/2010,Northern,Vavuniya,Vavuniya,8.75,80.5,cereals and tubers,Rice (red nadu),KG,actual,Retail,LKR,61.25,0.5438
8/15/2010,Northern,Vavuniya,Vavuniya,8.75,80.5,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,72.58,0.6444
8/15/2010,Western,Colombo,Colombo City,6.931944,79.847778,cereals and tubers,Rice (white),KG,actual,Retail,LKR,47.38,0.4207
8/15/2010,Western,Colombo,Colombo City,6.931944,79.847778,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,67.75,0.6016
9/15/2010,Eastern,Ampara,Ampara,7.283333,81.666667,cereals and tubers,Rice (red nadu),KG,actual,Retail,LKR,50,0.4448
9/15/2010,Eastern,Batticaloa,Batticaloa,7.716667,81.7,cereals and tubers,Rice (red nadu),KG,actual,Retail,LKR,58.5,0.5205
9/15/2010,Eastern,Batticaloa,Batticaloa,7.716667,81.7,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,74.33,0.6613
9/15/2010,Eastern,Trincomalee,Trincomalee,8.566667,81.233333,cereals and tubers,Rice (red nadu),KG,actual,Retail,LKR,55,0.4893
9/15/2010,Eastern,Trincomalee,Trincomalee,8.566667,81.233333,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,70,0.6228
9/15/2010,Northern,Jaffna,Jaffna,9.6567,80.0137,cereals and tubers,Rice (red nadu),KG,actual,Retail,LKR,59.33,0.5278
9/15/2010,Northern,Jaffna,Jaffna,9.6567,80.0137,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,65,0.5783
9/15/2010,Northern,Mannar,Mannar,8.983333,79.9,cereals and tubers,Rice (red nadu),KG,actual,Retail,LKR,60,0.5338
9/15/2010,Northern,Mannar,Mannar,8.983333,79.9,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,75,0.6673
9/15/2010,Northern,Mullattivu,Mulaitivu,9.268,80.815,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,80.08,0.7125
9/15/2010,Northern,Vavuniya,Vavuniya,8.75,80.5,cereals and tubers,Rice (red nadu),KG,actual,Retail,LKR,58.75,0.5227
9/15/2010,Northern,Vavuniya,Vavuniya,8.75,80.5,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,74.5,0.6628
9/15/2010,Western,Colombo,Colombo City,6.931944,79.847778,cereals and tubers,Rice (red nadu),KG,actual,Retail,LKR,57.5,0.5116
9/15/2010,Western,Colombo,Colombo City,6.931944,79.847778,cereals and tubers,Rice (white),KG,actual,Retail,LKR,48.45,0.431
9/15/2010,Western,Colombo,Colombo City,6.931944,79.847778,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,65,0.5783
10/15/2010,,,National Average,,,cereals and tubers,Rice (long grain),KG,actual,Retail,LKR,60.61,0.5424
10/15/2010,Eastern,Ampara,Ampara,7.283333,81.666667,cereals and tubers,Rice (red nadu),KG,actual,Retail,LKR,50,0.4474
10/15/2010,Eastern,Ampara,Ampara,7.283333,81.666667,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,78.75,0.7047
10/15/2010,Eastern,Batticaloa,Batticaloa,7.716667,81.7,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,83.33,0.7457
10/15/2010,Eastern,Trincomalee,Trincomalee,8.566667,81.233333,cereals and tubers,Rice (red nadu),KG,actual,Retail,LKR,60.25,0.5391
10/15/2010,Northern,Jaffna,Jaffna,9.6567,80.0137,cereals and tubers,Rice (red nadu),KG,actual,Retail,LKR,60.92,0.5451
10/15/2010,Northern,Jaffna,Jaffna,9.6567,80.0137,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,74.25,0.6644
10/15/2010,Northern,Mannar,Mannar,8.983333,79.9,cereals and tubers,Rice (red nadu),KG,actual,Retail,LKR,58.58,0.5242
10/15/2010,Northern,Mannar,Mannar,8.983333,79.9,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,82.5,0.7383
10/15/2010,Northern,Mullattivu,Mulaitivu,9.268,80.815,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,72.84,0.6518
10/15/2010,Northern,Vavuniya,Vavuniya,8.75,80.5,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,83,0.7427
10/15/2010,Western,Colombo,Colombo City,6.931944,79.847778,cereals and tubers,Rice (white),KG,actual,Retail,LKR,53.3,0.477
11/15/2010,,,National Average,,,cereals and tubers,Rice (long grain),KG,actual,Retail,LKR,61.44,0.5501
11/15/2010,Eastern,Batticaloa,Batticaloa,7.716667,81.7,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,83.33,0.7461
